sample_no,SampleID,Method,Rt1,Rt2,QuantSN,QuantMass,QuantArea,Concentration,MolecularFormula,Monoiso_Mass,Smiles,IDLevel,Name,CAS
238,2555 238,GCxGC,2.9093634259259257E-2,0.25026500000000002,73,BPI(266.108720Â±3ppm),394026,179.51842666946499,C21H14,266.1096,Cc1cccc2cc3ccc4cccc5ccc(c12)c3c45,3,"Benzo(a)pyrene, 10-methyl-",63104-32-5
238,*80 239,GCxGC,2.9053240740740741E-2,0.25371500000000002,14,BPI(266.10845Â±0.00100),18979,4.7441822399904199,C21H14,266.1096,Cc1cccc2cc3ccc4cccc5ccc(c12)c3c45,3,"Benzo(a)pyrene, 10-methyl-",63104-32-5
237,1740 237,GCxGC,2.9134143518518521E-2,0.275723,73,BPI(266.109034Â±3ppm),43403,3.3050718205287799,C21H14,266.1096,Cc1cccc2cc3ccc4cccc5ccc(c12)c3c45,3,"Benzo(a)pyrene, 10-methyl-",63104-32-5
243,2274 243,GCxGC,2.9134143518518521E-2,0.29723100000000002,42,BPI(266.108770Â±3ppm),61107,2.5592219623485502,C21H14,266.1096,Cc1cccc2cc3ccc4cccc5ccc(c12)c3c45,3,"Benzo(a)pyrene, 10-methyl-",63104-32-5
238,2291 238,GCxGC,2.7191319444444445E-2,3.36686,638,BPI(252.092931Â±3ppm),3499650,1594.4421482181201,C20H12,252.093899999999,c1ccc2c(c1)cc3c4ccccc4c5cccc2c35,2,Benzo(b)fluoranthene,205-99-2
238,891 239,GCxGC,2.7191319444444445E-2,3.36,299,BPI(252.093464Â±3ppm),664411,166.08287403205,C20H12,252.093899999999,c1ccc2c(c1)cc3c4ccccc4c5cccc2c35,2,Benzo(b)fluoranthene,205-99-2
241,1644 241,GCxGC,2.7393634259259256E-2,0.49371500000000001,2834,BPI(252.093361Â±3ppm),228259,101.70312942114001,C20H12,252.093899999999,c1ccc2c(c1)cc3c4ccccc4c5cccc2c35,2,Benzo(b)fluoranthene,205-99-2
237,1551 237,GCxGC,2.7191319444444445E-2,3.36,406,BPI(252.093339Â±3ppm),1304110,99.305974514890593,C20H12,252.093899999999,c1ccc2c(c1)cc3c4ccccc4c5cccc2c35,2,Benzo(b)fluoranthene,205-99-2
243,2063 243,GCxGC,2.7191319444444445E-2,3.36686,356,BPI(252.093189Â±3ppm),1355373,56.764369855732497,C20H12,252.093899999999,c1ccc2c(c1)cc3c4ccccc4c5cccc2c35,2,Benzo(b)fluoranthene,205-99-2
238,1932 238,GCxGC,2.4519907407407407E-2,3.0734599999999901,126,BPI(248.065129Â±3ppm),80708,36.770601888299801,C17H12S,248.066,Cc1ccc2ccc3c(sc4ccccc34)c2c1,3,"Benzo(b)naphtho(2,1-d)thiophene, 2-methyl-",NA
237,1321 237,GCxGC,2.4560300925925926E-2,3.0784600000000002,53,BPI(248.065391Â±3ppm),30045,2.2878806268642098,C17H12S,248.066,Cc1ccc2ccc3c(sc4ccccc34)c2c1,3,"Benzo(b)naphtho(2,1-d)thiophene, 2-methyl-",NA
243,1767 243,GCxGC,2.4519907407407407E-2,3.0783900000000002,80,BPI(248.065098Â±3ppm),45397,1.9012715306714001,C17H12S,248.066,Cc1ccc2ccc3c(sc4ccccc34)c2c1,3,"Benzo(b)naphtho(2,1-d)thiophene, 2-methyl-",NA
238,1373 238,GCxGC,2.0269907407407407E-2,2.9417200000000001,113,BPI(218.072694Â±3ppm),64389,29.335657989118001,C16H10O,218.07320000000001,o1c2ccccc2c3cc4ccccc4cc13,3,"Benzo(b)naphtho(2,3-d)furan",243-42-5
238,557 239,GCxGC,2.0269907407407407E-2,2.9293200000000001,54,BPI(218.072687Â±3ppm),29986,7.4956029637153101,C16H10O,218.07320000000001,o1c2ccccc2c3cc4ccccc4cc13,3,"Benzo(b)naphtho(2,3-d)furan",243-42-5
237,*82 237,GCxGC,2.0269907407407407E-2,2.9142899999999901,36,BPI(218.07215Â±0.00100),46675,3.5542295975665499,C16H10O,218.07320000000001,o1c2ccccc2c3cc4ccccc4cc13,3,"Benzo(b)naphtho(2,3-d)furan",243-42-5
243,*83 243,GCxGC,2.0269907407407407E-2,2.9211499999999901,21,BPI(218.07215Â±0.00100),24261,1.0160748200457901,C16H10O,218.07320000000001,o1c2ccccc2c3cc4ccccc4cc13,3,"Benzo(b)naphtho(2,3-d)furan",243-42-5
238,2405 238,GCxGC,2.8000810185185188E-2,6.1715699999999901E-2,704,BPI(252.092986Â±3ppm),1658834,755.765532695346,C20H12,252.093899999999,c1ccc2c(c1)c3cccc4ccc5cccc2c5c34,2,Benzo(e)pyrene,192-97-2
238,945 239,GCxGC,2.8000810185185188E-2,4.80000999999999E-2,118,BPI(252.093380Â±3ppm),447313,111.814868555605,C20H12,252.093899999999,c1ccc2c(c1)c3cccc4ccc5cccc2c5c34,2,Benzo(e)pyrene,192-97-2
241,1727 241,GCxGC,2.816273148148148E-2,0.73714500000000005,1711,BPI(252.093258Â±3ppm),205811,91.701193684780904,C20H12,252.093899999999,c1ccc2c(c1)c3cccc4ccc5cccc2c5c34,2,Benzo(e)pyrene,192-97-2
237,1631 237,GCxGC,2.8000810185185188E-2,6.1714400000000003E-2,326,BPI(252.093281Â±3ppm),528375,40.234945122961498,C20H12,252.093899999999,c1ccc2c(c1)c3cccc4ccc5cccc2c5c34,2,Benzo(e)pyrene,192-97-2
243,2144 243,GCxGC,2.7960300925925927E-2,9.6000100000000005E-2,271,BPI(252.093232Â±3ppm),611853,25.625012442581799,C20H12,252.093899999999,c1ccc2c(c1)c3cccc4ccc5cccc2c5c34,2,Benzo(e)pyrene,192-97-2
238,1398 238,GCxGC,2.0472222222222222E-2,2.9279999999999902,142,BPI(218.072654Â±3ppm),125630,57.237085731614101,C16H10O,218.07320000000001,O1c2ccccc2c3cccc4cccc1c34,3,Benzo(k l)xanthene,200-23-7
241,1122 241,GCxGC,2.0593634259259259E-2,3.4491499999999902,195,BPI(218.072683Â±3ppm),21747,9.6895980247068003,C16H10O,218.07320000000001,O1c2ccccc2c3cccc4cccc1c34,3,Benzo(k l)xanthene,200-23-7
238,566 239,GCxGC,2.0472222222222222E-2,2.8934500000000001,65,BPI(218.072599Â±3ppm),36680,9.1689027115679895,C16H10O,218.07320000000001,O1c2ccccc2c3cccc4cccc1c34,3,Benzo(k l)xanthene,200-23-7
237,1005 237,GCxGC,2.0472222222222222E-2,2.90462,111,BPI(218.072489Â±3ppm),61302,4.6680531931446101,C16H10O,218.07320000000001,O1c2ccccc2c3cccc4cccc1c34,3,Benzo(k l)xanthene,200-23-7
238,895 239,GCxGC,2.7231828703703706E-2,3.4079999999999901,120,BPI(252.093403Â±3ppm),697171,174.27189401108399,C20H12,252.093899999999,c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,2,Benzo(k)fluoranthene,207-08-9
238,1348 238,GCxGC,2.006747685185185E-2,2.8594300000000001,233,BPI(218.072616Â±3ppm),242152,110.32456247776599,C16H10O,218.07320000000001,o1c2ccccc2c3c1ccc4ccccc34,3,"Benzo[b]naphtho[1,2-d]furan",205-39-0
238,545 239,GCxGC,2.006747685185185E-2,2.8340700000000001,109,BPI(218.072727Â±3ppm),100990,25.2444788669915,C16H10O,218.07320000000001,o1c2ccccc2c3c1ccc4ccccc34,3,"Benzo[b]naphtho[1,2-d]furan",205-39-0
241,1091 241,GCxGC,2.0188888888888888E-2,3.36,516,BPI(218.072597Â±3ppm),48103,21.432783086516299,C16H10O,218.07320000000001,o1c2ccccc2c3c1ccc4ccccc34,3,"Benzo[b]naphtho[1,2-d]furan",205-39-0
237,978 237,GCxGC,2.006747685185185E-2,2.84572,196,BPI(218.072784Â±3ppm),168488,12.8301025481477,C16H10O,218.07320000000001,o1c2ccccc2c3c1ccc4ccccc34,3,"Benzo[b]naphtho[1,2-d]furan",205-39-0
243,1266 243,GCxGC,2.0026967592592593E-2,2.9142899999999901,74,BPI(218.072607Â±3ppm),41222,1.7264183764860299,C16H10O,218.07320000000001,o1c2ccccc2c3c1ccc4ccccc34,3,"Benzo[b]naphtho[1,2-d]furan",205-39-0
238,1745 238,GCxGC,2.314363425925926E-2,3.1680000000000001,418,BPI(234.049646Â±3ppm),276880,126.146655236562,C16H10S,234.050299999999,s1c2ccccc2c3c1ccc4ccccc34,2,"Benzo[b]naphtho[1,2-d]thiophene",205-43-6
241,1321 241,GCxGC,2.3346064814814813E-2,0.24,290,BPI(234.049826Â±3ppm),32584,14.5181340891638,C16H10S,234.050299999999,s1c2ccccc2c3c1ccc4ccccc34,2,"Benzo[b]naphtho[1,2-d]thiophene",205-43-6
238,691 239,GCxGC,2.314363425925926E-2,3.1563500000000002,94,BPI(234.050075Â±3ppm),53858,13.4628888287794,C16H10S,234.050299999999,s1c2ccccc2c3c1ccc4ccccc34,2,"Benzo[b]naphtho[1,2-d]thiophene",205-43-6
237,1200 237,GCxGC,2.314363425925926E-2,3.15429,228,BPI(234.049706Â±3ppm),129589,9.8680034133701593,C16H10S,234.050299999999,s1c2ccccc2c3c1ccc4ccccc34,2,"Benzo[b]naphtho[1,2-d]thiophene",205-43-6
243,1604 243,GCxGC,2.314363425925926E-2,3.1709700000000001,51,BPI(234.049809Â±3ppm),48943,2.0497815389926699,C16H10S,234.050299999999,s1c2ccccc2c3c1ccc4ccccc34,2,"Benzo[b]naphtho[1,2-d]thiophene",205-43-6
238,1773 238,GCxGC,2.3426967592592593E-2,3.21225,80,BPI(234.049880Â±3ppm),44923,20.4669394437738,C16H10S,234.050299999999,s1c2ccccc2c3ccc4ccccc4c13,2,"Benzo[b]naphtho[2,1-d]thiophene",239-35-0
241,1341 241,GCxGC,2.3629398148148146E-2,0.316411,77,BPI(234.049860Â±3ppm),5829,2.5971705010353499,C16H10S,234.050299999999,s1c2ccccc2c3ccc4ccccc4c13,2,"Benzo[b]naphtho[2,1-d]thiophene",239-35-0
237,1222 237,GCxGC,2.3426967592592593E-2,3.20946,55,BPI(234.049885Â±3ppm),30619,2.3315898456966302,C16H10S,234.050299999999,s1c2ccccc2c3ccc4ccccc4c13,2,"Benzo[b]naphtho[2,1-d]thiophene",239-35-0
238,2065 238,GCxGC,2.5572222222222222E-2,2.99657999999999,65,BPI(262.081157Â±3ppm),71191,32.4346523148877,C18H14S,262.08159999999901,Cc1ccc2cc3c(sc4ccccc34)cc2c1C,3,"benzo[b]naphtho[2,3-d]thiophene, 6,8-dimethyl-",24964-16-7
243,1879 243,GCxGC,2.5531828703703702E-2,2.9828600000000001,55,BPI(262.080889Â±3ppm),122137,5.1152190880809902,C18H14S,262.08159999999901,Cc1ccc2cc3c(sc4ccccc34)cc2c1C,3,"benzo[b]naphtho[2,3-d]thiophene, 6,8-dimethyl-",24964-16-7
237,1401 237,GCxGC,2.5572222222222222E-2,2.96726,67,BPI(262.081126Â±3ppm),38178,2.9071960916099799,C18H14S,262.08159999999901,Cc1ccc2cc3c(sc4ccccc34)cc2c1C,3,"benzo[b]naphtho[2,3-d]thiophene, 6,8-dimethyl-",24964-16-7
238,1898 238,GCxGC,2.4276967592592593E-2,3.2734299999999901,62,BPI(228.092945Â±3ppm),149747,68.224802014264199,C18H12,228.093899999999,c1ccc2c(c1)ccc3ccc4ccccc4c23,2,Benzo[c]phenanthrene,195-19-7
238,755 239,GCxGC,2.4276967592592593E-2,3.2708599999999901,57,BPI(228.093187Â±3ppm),33588,8.3959952092733303,C18H12,228.093899999999,c1ccc2c(c1)ccc3ccc4ccccc4c23,2,Benzo[c]phenanthrene,195-19-7
243,1737 243,GCxGC,2.4276967592592593E-2,3.2811699999999902,128,BPI(228.093184Â±3ppm),152256,6.3766327769214799,C18H12,228.093899999999,c1ccc2c(c1)ccc3ccc4ccccc4c23,2,Benzo[c]phenanthrene,195-19-7
241,1394 241,GCxGC,2.4479398148148146E-2,0.37839600000000001,118,BPI(228.092876Â±3ppm),8931,3.9792982921164501,C18H12,228.093899999999,c1ccc2c(c1)ccc3ccc4ccccc4c23,2,Benzo[c]phenanthrene,195-19-7
237,1302 237,GCxGC,2.4276967592592593E-2,3.2769400000000002,35,BPI(227.085024Â±3ppm),41793,3.18247279209639,C18H12,228.093899999999,c1ccc2c(c1)ccc3ccc4ccccc4c23,2,Benzo[c]phenanthrene,195-19-7
238,1831 238,GCxGC,2.3872222222222222E-2,3.3385199999999902,85,BPI(226.077572Â±3ppm),116650,53.1457936049732,C18H10,226.07830000000001,c1cc2ccc3ccc4cccc5c(c1)c2c3c45,2,Benzo[ghi]fluoranthene,203-12-3
237,1255 237,GCxGC,2.3872222222222222E-2,3.31738,51,BPI(226.077855Â±3ppm),61926,4.7155698352202799,C18H10,226.07830000000001,c1cc2ccc3ccc4cccc5c(c1)c2c3c45,2,Benzo[ghi]fluoranthene,203-12-3
243,1683 243,GCxGC,2.3872222222222222E-2,3.33908,66,BPI(226.077743Â±3ppm),40173,1.68248521271586,C18H10,226.07830000000001,c1cc2ccc3ccc4cccc5c(c1)c2c3c45,2,Benzo[ghi]fluoranthene,203-12-3
238,2341 238,GCxGC,2.7515162037037036E-2,3.41486,117,BPI(252.093056Â±3ppm),384653,175.24808356222701,C20H12,252.093899999999,c1ccc2c(c1)ccc3c4cccc5cccc(c45)c23,2,Benzo[j]fluoranthene,205-82-3
238,914 239,GCxGC,2.7474652777777775E-2,3.4367399999999901,46,BPI(252.093640Â±3ppm),109246,27.3082318873488,C20H12,252.093899999999,c1ccc2c(c1)ccc3c4cccc5cccc(c45)c23,2,Benzo[j]fluoranthene,205-82-3
237,*121 237,GCxGC,2.7515162037037036E-2,3.4079999999999901,30,BPI(252.09255Â±0.00100),58454,4.4511823652095401,C20H12,252.093899999999,c1ccc2c(c1)ccc3c4cccc5cccc(c45)c23,2,Benzo[j]fluoranthene,205-82-3
243,2093 243,GCxGC,2.7474652777777775E-2,3.4474399999999901,60,BPI(252.093299Â±3ppm),94435,3.9550317641904398,C20H12,252.093899999999,c1ccc2c(c1)ccc3c4cccc5cccc(c45)c23,2,Benzo[j]fluoranthene,205-82-3
224,NA,LC,6.69,NA,NA,165.0789,NA,NA,C9H11NO2,NA,CCOC(=O)c1ccc(N)cc1,2,Benzocaine,94-09-7
220,NA,LC,6.65,NA,NA,165.0787,NA,NA,C9H11NO2,NA,CCOC(=O)c1ccc(N)cc1,2,Benzocaine,94-09-7
232,65 232,GCxGC,4.807986111111111E-3,2.1257199999999901,223,BPI(105.033576Â±3ppm),632703,549.96139118971496,C7H6O2,122.0368,OC(=O)c1ccccc1,2,Benzoic acid,65-85-0
229,88 229,GCxGC,4.807986111111111E-3,2.1257199999999901,97,BPI(105.033606Â±3ppm),553267,146.65445931162901,C7H6O2,122.0368,OC(=O)c1ccccc1,2,Benzoic acid,65-85-0
233,66 233,GCxGC,4.7674768518518517E-3,2.1257199999999901,85,BPI(105.033639Â±3ppm),197872,135.77015902657601,C7H6O2,122.0368,OC(=O)c1ccccc1,2,Benzoic acid,65-85-0
228,84 228,GCxGC,4.807986111111111E-3,2.1297000000000001,95,BPI(105.033548Â±3ppm),419401,105.741358866507,C7H6O2,122.0368,OC(=O)c1ccccc1,2,Benzoic acid,65-85-0
234,*9 234,GCxGC,4.807986111111111E-3,2.1120000000000001,21,BPI(105.03300Â±0.00100),78261,90.026779921500705,C7H6O2,122.0368,OC(=O)c1ccccc1,2,Benzoic acid,65-85-0
231,48 231,GCxGC,4.7674768518518517E-3,2.1325699999999901,55,BPI(105.033730Â±3ppm),101345,57.733988929851499,C7H6O2,122.0368,OC(=O)c1ccccc1,NA,Benzoic acid,65-85-0
230,*7 230,GCxGC,4.807986111111111E-3,2.1257199999999901,76,BPI(105.03300Â±0.00100),313979,44.007821834274601,C7H6O2,122.0368,OC(=O)c1ccccc1,2,Benzoic acid,65-85-0
243,*10 243,GCxGC,4.8483796296296296E-3,2.1325699999999901,14,BPI(105.03300Â±0.00100),72744,3.1978468183105599,C7H6O2,122.0368,OC(=O)c1ccccc1,2,Benzoic acid,65-85-0
243,NA,LC,10.46,NA,NA,122.03700000000001,NA,NA,C7H6O2,NA,OC(=O)c1ccccc1,2,Benzoic acid,65-85-0
234,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Benzoic acid, 4-hydroxy-2-methyl-5-(1-methylethyl)- (9CI)",584-44-1
233,NA,LC+,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Benzoic acid, 4-hydroxy-2-methyl-5-(1-methylethyl)- (9CI)",584-44-1
224,*59 224,GCxGC,2.4357986111111108E-2,1.9337200000000001,137,BPI(123.04355Â±0.00100),201586,677.45881530571705,C22H36O2,332.2715,CCCCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, pentadecyl ester",NA
222,*52 222,GCxGC,2.4357986111111108E-2,1.92686,16,BPI(123.04355Â±0.00100),16877,193.40606449542699,C22H36O2,332.2715,CCCCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, pentadecyl ester",NA
223,*31 223,GCxGC,2.4357986111111108E-2,1.92686,10,BPI(123.04355Â±0.00100),10034,77.632495164410003,C22H36O2,332.2715,CCCCCCCCCCCCCCCOC(=O)c1ccccc1,2,"Benzoic acid, pentadecyl ester",NA
220,*41 220,GCxGC,2.4357986111111108E-2,1.9337200000000001,26,BPI(123.04355Â±0.00100),25252,58.089300913252501,C22H36O2,332.2715,CCCCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, pentadecyl ester",NA
221,*21 221,GCxGC,2.4357986111111108E-2,1.9337200000000001,22,BPI(123.04355Â±0.00100),19235,39.725525224727498,C22H36O2,332.2715,CCCCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, pentadecyl ester",NA
225,*28 225,GCxGC,2.4357986111111108E-2,1.9337200000000001,10,BPI(123.04355Â±0.00100),8584,34.128837953621499,C22H36O2,332.2715,CCCCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, pentadecyl ester",NA
240,585 240,GCxGC,2.4357986111111108E-2,1.93266,70,BPI(123.044138Â±3ppm),43064,6.3416422827202599,C22H36O2,332.2715,CCCCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, pentadecyl ester",NA
238,*118 238,GCxGC,2.4357986111111108E-2,1.9337200000000001,25,BPI(123.04355Â±0.00100),27883,5.53,C22H36O2,332.2715,CCCCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, pentadecyl ester",NA
242,*15 242,GCxGC,2.4357986111111108E-2,1.9337200000000001,31,BPI(123.04355Â±0.00100),29387,4.5316756409249601,C22H36O2,332.2715,CCCCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, pentadecyl ester",NA
243,*102 243,GCxGC,2.4357986111111108E-2,1.9337200000000001,38,BPI(123.04355Â±0.00100),51252,2.1464847564810499,C22H36O2,332.2715,CCCCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, pentadecyl ester",NA
237,*103 237,GCxGC,2.4357986111111108E-2,1.92686,21,BPI(123.04355Â±0.00100),20396,1.55312408938334,C22H36O2,332.2715,CCCCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, pentadecyl ester",NA
224,*57 224,GCxGC,2.2091319444444441E-2,1.9337200000000001,184,BPI(123.04365Â±0.00100),464919,1562.4273260698601,C20H32O2,304.24020000000002,CCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, tridecyl ester",NA
222,*51 222,GCxGC,2.2050810185185187E-2,1.9405699999999899,24,BPI(123.04365Â±0.00100),27461,314.69597304668599,C20H32O2,304.24020000000002,CCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, tridecyl ester",NA
223,*29 223,GCxGC,2.2050810185185187E-2,1.9405699999999899,13,BPI(123.04365Â±0.00100),11571,89.524177949709795,C20H32O2,304.24020000000002,CCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, tridecyl ester",NA
220,*40 220,GCxGC,2.2050810185185187E-2,1.9405699999999899,32,BPI(123.04365Â±0.00100),37172,85.509880149984994,C20H32O2,304.24020000000002,CCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, tridecyl ester",NA
219,*36 219,GCxGC,2.2050810185185187E-2,1.94743,18,BPI(123.04365Â±0.00100),18216,83.837488925452405,C20H32O2,304.24020000000002,CCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, tridecyl ester",NA
225,*27 225,GCxGC,2.2050810185185187E-2,1.94743,14,BPI(123.04365Â±0.00100),14333,56.986094406949803,C20H32O2,304.24020000000002,CCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, tridecyl ester",NA
221,*20 221,GCxGC,2.2050810185185187E-2,1.94743,28,BPI(123.04365Â±0.00100),27168,56.109335550059598,C20H32O2,304.24020000000002,CCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, tridecyl ester",NA
240,511 240,GCxGC,2.2050810185185187E-2,1.94516,93,BPI(123.044166Â±3ppm),53547,7.8853780260268804,C20H32O2,304.24020000000002,CCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, tridecyl ester",NA
242,*14 242,GCxGC,2.2050810185185187E-2,1.94743,38,BPI(123.04365Â±0.00100),43505,6.7087674399714299,C20H32O2,304.24020000000002,CCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, tridecyl ester",NA
228,*46 228,GCxGC,2.2131828703703702E-2,1.9542900000000001,21,BPI(123.04365Â±0.00100),18690,4.9105818901602101,C20H32O2,304.24020000000002,CCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, tridecyl ester",NA
243,*95 243,GCxGC,2.2050810185185187E-2,1.9542900000000001,44,BPI(123.04365Â±0.00100),60872,2.5493799285201502,C20H32O2,304.24020000000002,CCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, tridecyl ester",NA
237,*94 237,GCxGC,2.2050810185185187E-2,1.94743,22,BPI(123.04365Â±0.00100),23401,1.78195022630219,C20H32O2,304.24020000000002,CCCCCCCCCCCCCOC(=O)c1ccccc1,3,"Benzoic acid, tridecyl ester",NA
224,*35 224,GCxGC,1.3146064814814814E-2,2.6468600000000002,86,BPI(105.03311Â±0.00100),129282,400.28113369950802,C13H10O,182.07320000000001,O=C(c1ccccc1)c2ccccc2,2,Benzophenone,119-61-9
222,*39 222,GCxGC,1.3146064814814814E-2,2.6468600000000002,49,BPI(105.03311Â±0.00100),64687,310.39037874756502,C13H10O,182.07320000000001,O=C(c1ccccc1)c2ccccc2,2,Benzophenone,119-61-9
223,*17 223,GCxGC,1.3146064814814814E-2,2.64,60,BPI(105.03311Â±0.00100),80030,242.89974277454399,C13H10O,182.07320000000001,O=C(c1ccccc1)c2ccccc2,2,Benzophenone,119-61-9
219,*21 219,GCxGC,1.3146064814814814E-2,2.64,44,BPI(105.03311Â±0.00100),70640,130.52717160331801,C13H10O,182.07320000000001,O=C(c1ccccc1)c2ccccc2,2,Benzophenone,119-61-9
220,*25 220,GCxGC,1.3146064814814814E-2,2.6468600000000002,56,BPI(105.03311Â±0.00100),93024,104.57481071783801,C13H10O,182.07320000000001,O=C(c1ccccc1)c2ccccc2,2,Benzophenone,119-61-9
221,*12 221,GCxGC,1.3146064814814814E-2,2.6537199999999901,49,BPI(105.03311Â±0.00100),64948,101.28027196032799,C13H10O,182.07320000000001,O=C(c1ccccc1)c2ccccc2,2,Benzophenone,119-61-9
225,*20 225,GCxGC,1.3146064814814814E-2,2.6468600000000002,29,BPI(105.03311Â±0.00100),28799,70.459285718654598,C13H10O,182.07320000000001,O=C(c1ccccc1)c2ccccc2,2,Benzophenone,119-61-9
243,*45 243,GCxGC,1.3146064814814814E-2,2.6537199999999901,220,BPI(105.03311Â±0.00100),863867,43.370048032845098,C13H10O,182.07320000000001,O=C(c1ccccc1)c2ccccc2,2,Benzophenone,119-61-9
237,*44 237,GCxGC,1.3146064814814814E-2,2.64,189,BPI(105.03311Â±0.00100),445828,41.798986456989802,C13H10O,182.07320000000001,O=C(c1ccccc1)c2ccccc2,2,Benzophenone,119-61-9
241,*8 241,GCxGC,1.3267476851851851E-2,3.10629,226,BPI(105.03311Â±0.00100),75435,37.882391633121202,C13H10O,182.07320000000001,O=C(c1ccccc1)c2ccccc2,2,Benzophenone,119-61-9
240,*14 240,GCxGC,1.3146064814814814E-2,2.6468600000000002,106,BPI(105.03311Â±0.00100),198530,37.697192031049397,C13H10O,182.07320000000001,O=C(c1ccccc1)c2ccccc2,2,Benzophenone,119-61-9
231,504 231,GCxGC,1.3146064814814814E-2,2.60571999999999,75,BPI(105.033593Â±3ppm),42883,26.9930915297947,C13H10O,182.07320000000001,O=C(c1ccccc1)c2ccccc2,NA,Benzophenone,119-61-9
238,*20 239,GCxGC,1.3146064814814814E-2,2.64,69,BPI(105.03311Â±0.00100),83562,25.6865674394584,C13H10O,182.07320000000001,O=C(c1ccccc1)c2ccccc2,2,Benzophenone,119-61-9
242,*7 242,GCxGC,1.3146064814814814E-2,2.64,94,BPI(105.03311Â±0.00100),123016,21.164977911067201,C13H10O,182.07320000000001,O=C(c1ccccc1)c2ccccc2,2,Benzophenone,119-61-9
238,*57 238,GCxGC,1.3146064814814814E-2,2.6537199999999901,145,BPI(105.03311Â±0.00100),310059,3.87,C13H10O,182.07320000000001,O=C(c1ccccc1)c2ccccc2,2,Benzophenone,119-61-9
232,*13 232,GCxGC,6.1841435185185185E-3,2.60571999999999,165,BPI(135.01315Â±0.00100),2215413,1925.6928061662099,C7H5NS,135.014299999999,s1cnc2ccccc12,2,Benzothiazole,95-16-9
234,*13 234,GCxGC,6.1841435185185185E-3,2.5988600000000002,62,BPI(135.01315Â±0.00100),280459,322.623281966805,C7H5NS,135.014299999999,s1cnc2ccccc12,2,Benzothiazole,95-16-9
229,*11 229,GCxGC,6.1841435185185185E-3,2.60571999999999,135,BPI(135.01315Â±0.00100),942175,249.74228573533901,C7H5NS,135.014299999999,s1cnc2ccccc12,2,Benzothiazole,95-16-9
228,*12 228,GCxGC,6.1841435185185185E-3,2.6125699999999901,165,BPI(135.01315Â±0.00100),715597,180.419691848127,C7H5NS,135.014299999999,s1cnc2ccccc12,2,Benzothiazole,95-16-9
237,*13 237,GCxGC,6.1841435185185185E-3,2.6125699999999901,121,BPI(135.01315Â±0.00100),432823,40.342807089862198,C7H5NS,135.014299999999,s1cnc2ccccc12,2,Benzothiazole,95-16-9
243,*17 243,GCxGC,6.1436342592592584E-3,2.6331500000000001,217,BPI(135.01315Â±0.00100),692565,30.445353317431699,C7H5NS,135.014299999999,s1cnc2ccccc12,2,Benzothiazole,95-16-9
238,*6 239,GCxGC,6.1841435185185185E-3,2.5988600000000002,37,BPI(135.01315Â±0.00100),115484,27.694072537059899,C7H5NS,135.014299999999,s1cnc2ccccc12,2,Benzothiazole,95-16-9
242,*4 242,GCxGC,6.1841435185185185E-3,2.6125699999999901,57,BPI(135.01315Â±0.00100),149817,21.243800355467101,C7H5NS,135.014299999999,s1cnc2ccccc12,2,Benzothiazole,95-16-9
240,*6 240,GCxGC,6.1841435185185185E-3,2.5988600000000002,36,BPI(135.01315Â±0.00100),94314,15.940654805064399,C7H5NS,135.014299999999,s1cnc2ccccc12,2,Benzothiazole,95-16-9
238,*20 238,GCxGC,6.1436342592592584E-3,2.62629,38,BPI(135.01315Â±0.00100),51087,4.84,C7H5NS,135.014299999999,s1cnc2ccccc12,2,Benzothiazole,95-16-9
224,*37 224,GCxGC,1.3753240740740739E-2,3.1474299999999902,15,BPI(151.00805Â±0.00100),25576,79.1880561524314,C7H5NOS,151.009199999999,O=C1Nc2ccccc2S1,3,Benzothiazolone,934-34-9
